"셀id(ID)","x좌표(X_COORD)","y좌표(Y_COORD)","요일(YOIL)","시간대(TIMEZN_CD)","남자00~04세(M00)","남자05~09세(M05)","남자10~14세(M10)","남자15~19세(M15)","남자20~24세(M20)","남자25~29세(M25)","남자30~34세(M30)","남자35~39세(M35)","남자40~44세(M40)","남자45~49세(M45)","남자50~54세(M50)","남자55~59세(M55)","남자60~64세(M60)","남자65~69세(M65)","남자70세이상(M70)","여자00~04세(F00)","여자05~09세(F05)","여자10~14세(F10)","여자15~19세(F15)","여자20~24세(F20)","여자25~29세(F25)","여자30~34세(F30)","여자35~39세(F35)","여자40~44세(F40)","여자45~49세(F45)","여자50~54세(F50)","여자55~59세(F55)","여자60~64세(F60)","여자65~69세(F65)","여자70세이상(F70)","합계(TOTAL)","행정동코드(ADMI_CD)","기준년월(ETL_YM)"
"5*5*9*3*",197134.265739058,554802.806556328,"1","05",0.0003,0,0.0238,0.368,0.2236,0.0275,0.3425,0.0067,0.5844,0.0587,0.0272,0.025,0.0294,0.003,0.0129,0.0043,0,0,0.0008,0.0105,0.9221,0.4468,0,0.4053,0.0694,0,0.1315,0,0.0066,0.0077,0.0104,"11350640","201801"
"5*1*8*5*",195980.10435487,558641.383388402,"5","01",0,0,0.1455,0.1137,0.133,0.0362,0.0856,0.0052,0.0017,0.2008,0.0428,0.1801,0.0095,0.0359,0.1163,0.0013,0.003,0,0.8995,0.0122,0.9708,0.07,2.3127,0.1022,0.5141,0.033,0.0145,0,0.0055,0.0905,7.0448,"11110650","201612"
"5*6*3*2*",199120.849159127,558039.295896504,"4","09",0,0,0.0223,0.0021,0.0013,0.0074,0.0112,0.0058,0.0042,0.5774,0,0.0021,0,0.0076,0,0.0001,0.0156,0,0.4504,0.164,0.0085,0.104,0,0.0018,0.2856,0.0008,0.2023,0.5176,0.0042,0,4.1698,"11290640","201706"
"5*7*2*0*",196236.470792801,553526.807736712,"1","09",0,0,0,0.4243,10.3985,0.0765,1.1761,0.1062,0,0.084,2.131,0.0287,0,0.0238,0.0629,0,0.0075,0.0162,0,1.5198,0.0417,0.1482,0.049,0.0276,0.1147,0.1211,0.4005,0.0011,0,0.0496,0.6823,"11620735","201705"
"5*2*2*6*",198929.366328137,558291.406960967,"1","14",0,0,0.3636,0.0449,0.0621,0.0689,2.6763,0.006,0,0.0012,1.2444,0.0326,0,0.1481,0.0544,0.0031,0.4146,0.0051,0.0857,0,12.8948,0,0.0037,0.0231,0.0139,0.0211,0.0084,0.0003,0.0164,0.4592,2.3399,"11380590","201711"
"5*3*6*6*",197466.170208708,556442.063298688,"1","14",0.0008,0.0031,0.0026,0.3198,0.0045,0.0067,0.0486,0.0407,0.0145,0,0.0514,0.0101,0.019,0.0046,0,0,0,0,0,0.015,1.5591,0.85,0,0.0912,0.7311,0.1477,0.0016,0.0273,0.0964,3.852,0.4308,"11470570","201602"
"5*3*3*8*",197274.688841087,555990.498270332,"7","23",0,0,0.0229,0.0036,0.0071,0.0098,1.3352,0.3352,0.1989,0.0117,1.2733,6.2084,0.1193,0.0011,0.0686,0,0,0.0036,0.2148,0.0028,0.0018,0.0303,0,0,0,0.1497,0,0.0342,0.0155,0.0153,3.1467,"11650530","201704"
"5*6*1*2*",198595.330892631,554352.835783308,"3","12",0,0,0,0.001,4.7702,0,0.0095,0.5124,0,0.0326,0.4265,0,1.0104,0.0064,0,0,0,0,0,0.8289,0.7942,0.2842,0.0095,0.2214,0.0173,0.0037,0.0024,0.011,0,0.0973,0.0756,"11470510","201604"
"5*5*9*9*",196739.628358157,553028.432036916,"1","18",0,0,0,0.1388,0.0085,0.4148,0.0017,0.0013,0.0261,0.8387,0.0065,0.0218,0,0.0051,0.05,0.0009,0,0,0.0426,0,0.7251,0.0259,0.0015,0.138,0.005,0.014,0.0248,0.0014,0.0086,0.0683,21.0112,"11440555","201708"
"5*5*2*5*",200288.849987815,557107.443941475,"2","01",0,0,0.0432,0.2673,0.011,0.803,0.8221,2.0944,0.6283,0.019,0.0501,0.6936,0.003,0.0252,0.0184,0,0.003,0,0,0.002,0,0,0,0.0109,2.804,0.0055,0.505,0.0815,0.0353,0,0.5787,"11380560","201707"
"5*4*3*9*",196824.187292784,557049.469122658,"7","20",0,0,0.0047,0.0196,2.4361,0,0.1261,0.8897,2.3032,0.3798,0.1145,0.0045,0,0.0366,0.1511,0,0,0,0.0239,0.011,0.2248,0.0048,0.0252,0.204,0.0464,0.0014,0,0.4748,0.2119,0.0421,0.0295,"11440700","201801"
"5*9*5*3*",197239.573312939,554856.52471156,"4","23",0,0,0,0.001,0.0231,0.2154,0.0071,0.0012,1.0603,0.2826,0.0835,0.0092,0,0.0268,0.1537,0,0.0275,0,0.0018,0.2999,0.0088,0.5266,0.0025,0.0795,0.0374,0,0.0102,0.2169,2.7418,0.0819,3.5969,"11320680","201702"
"5*8*8*9*",196152.965054377,553263.004854605,"6","20",0.0008,0,0.0078,0.0188,0.2056,0.003,0,0.0065,0.0407,0.1243,0.1273,0.2601,0.3618,0.0046,0,0,0,0,0.0106,0.4514,0.3553,0.1479,0.0345,0.0008,1.6814,0.7366,0.0006,0.0029,0.0031,0.3006,0.0686,"11260565","201604"
"5*3*1*2*",199830.373883769,553818.81696754,"7","00",0.0006,0.0066,0,0,11.1836,0.0906,0.03,0.6199,0.0803,0.1054,0.014,1.4512,0,0.0476,0,0,0.015,0.0013,0.0225,0.005,0.0431,0.0337,0,0.1294,0.0073,0.0012,0,0,0,0,29.5119,"11545700","201708"
"5*7*7*3*",197974.643049999,553255.033020607,"1","08",0.0068,0,0.0023,0,0.0117,0.8244,0.9914,0.026,0.4393,0,0.573,0.0041,0.0218,0,0,0,0.0372,0,0.5578,0.0024,0.0486,0,0.1956,0,0.0012,0.0143,0.0622,0.0182,0.0034,0.0105,0.1517,"11590620","201611"
"5*3*9*1*",197114.066784648,554565.049525132,"7","02",0,0,0.0602,0,0.0359,0.011,0,0.9194,0.0646,0.0199,0.0119,0.6589,0,0.0161,0,0.0041,0,0.0715,0.0057,0,0.1485,0.3631,0.119,0.6687,0.2045,0.0357,0.0109,0.0001,0,0.0854,0.2741,"11200535","201612"
"5*2*5*6*",200140.453140507,557547.840515396,"6","15",0,0.1248,0,0.2266,0.3143,0.105,0.0685,0.053,0.1623,0.1386,0,0.0544,0.0035,0.0014,0,0,0,0.1744,0.0045,0.1144,5.2275,0.0078,0.0068,0.0254,0,0.0007,0.0023,0.1594,0.0408,0,1.0409,"11230710","201702"
"5*6*1*6*",197666.157098939,557734.528750293,"5","15",0.0001,0,0,0.0083,0.4084,2.6316,0.2734,0.0379,0.4587,0.1047,0,0.1655,1.344,0,0,0,0,0.069,0,0.0008,0.3634,0.9361,0.1425,0.0074,0.3492,0.0033,0.4712,0.0955,0.0193,0.3981,35.7384,"11440740","201606"
"5*0*4*9*",197695.415977743,553979.969931161,"4","04",0,0,0,0,0.1351,2.1549,0.7779,0.0014,0.0024,0,0.2726,0.8443,0.0124,0,0.5881,0,0,0.0095,0.3488,0,0.2955,0.0205,0.0023,0.0356,0,0.0258,0,0.0416,0.0821,0.0005,0.1379,"11110670","201610"
"5*9*7*1*",196298.700468381,552694.44058758,"6","00",0.0003,0,0,0.0441,0.0019,0,0.1324,0.2965,0.008,3.5034,0.0575,0.1676,0.1023,0.0085,0.0055,0.0012,0.0045,0,0,0.0928,0.0027,0.0774,0.0853,0,0.0017,0.6261,0.1518,0.0384,0.0055,0.0105,79.9825,"11170520","201602"
"5*3*8*3*",196535.386468458,552385.378515391,"6","18",0.0002,0,0.0088,0,0.0086,1.0025,2.834,0.0254,0.0119,3.3838,0.0219,0.0982,0.4299,0.0188,0.0241,0,0,0.0241,0.0152,0,0.0029,0.0045,0.0372,0.034,0.0123,0.0049,0.0149,0.0014,0.0008,0.001,0.5935,"11440710","201609"
"5*7*8*9*",197946.463407027,552576.333361197,"5","01",0,0,0.1537,0,0.0018,0,0,0.0226,0.0537,0,0.0074,0.0247,0.1035,0.1144,0.0018,0,0.09,0.0763,0.004,0.5712,1.4036,0.0048,0,0.0084,0.011,0.0123,0.01,0.0031,0,0,42.3413,"11500510","201707"
"5*4*1*1*",197024.180723098,556188.357676496,"2","05",0,0,0.0176,0.1022,0.6227,0.095,0,0.0283,0.1888,0.0101,0,0.045,0.0128,3.5655,0.0016,0.0023,0.0021,0.0007,0.6375,0.865,0.0081,0.5194,0,0.0074,0.038,0.3385,0.0073,0.0212,0.0062,0.0066,7.7714,"11500604","201610"
"5*6*2*8*",200289.381389075,552505.081367129,"6","08",0,0,0.0045,0.0013,0.0089,0.0051,1.8485,0.257,0.2692,0.3808,0.1746,0,0.1571,0.0329,0.4675,0,0,0.0299,0,0.0493,0,0.0355,0.993,0.0293,0.0218,0.468,0.2309,0,0.0023,0.0117,0.3597,"11680740","201611"
"5*3*3*7*",197483.195189973,554129.961023369,"5","16",0,0,0.012,0.0816,0.0014,0.0559,0.1034,0.0823,2.7066,0.0901,0.9281,0.0404,0.0061,0.1809,0.1585,0.0001,0,0,0.3281,2.3174,0.1029,0.0163,0,0,0.0195,0.0058,0.001,0,0,0.0255,0.182,"11710532","201708"
"5*1*2*8*",197788.495001807,552214.133505729,"4","14",0.0135,0.0489,0.003,0,0,1.8426,0.0109,1.2465,0.0033,0,0.1576,0.0484,1.9829,0,0.0045,0.0008,0.0013,0.0021,0.0084,0.0707,0.0728,0,0.0371,0.458,0.0326,0.0983,0.0025,0.1044,0.2981,0.0003,6.5102,"11260590","201603"
"5*7*8*1*",198288.973558258,553724.669703903,"6","21",0.0005,0,0.1006,0.2106,0.0024,0,0.0023,0.0221,0.0528,0.0217,4.4222,0.0784,0.0052,0.9641,0.0005,0,0,0.002,0.0071,0.0069,0.0004,0.002,0.0023,0.0008,1.4418,0.008,0.9818,0.0039,0.015,0.0064,1.5668,"11350621","201606"
"5*6*7*7*",195598.21701019,553432.659962844,"4","02",0.0004,0.0039,0.0252,0.005,0.0006,0.7282,0.488,0.0101,0.0083,0.0141,0.038,0.002,0.0009,0.0411,0.0193,0,0.0013,0.0402,0,0.008,0,0.0333,0.0021,0,0.0128,2.376,0.017,0.0077,0.2273,0.0867,0.6463,"11470580","201612"
"5*3*4*4*",199575.605475616,557185.098435393,"1","11",0,0,0.0012,0,0.0055,0,0.0564,0.008,0.0441,1.5573,0.0901,0.0195,0,0.0292,0.0357,0,0.0152,0.0339,0,0.1041,3.502,0.1085,0.0083,0.0048,0.094,0.0886,0.177,0.0125,0.003,0,0.0243,"11200690","201601"
"5*2*0*3*",196837.474367853,556995.217512305,"7","00",0.0012,0,0.0344,0,0.0972,0.0893,0.2227,0.0764,0.1604,0.0063,0.0536,0.9123,0,0.0984,0.0749,0,0,0,0.0004,0.0866,0.0207,0,0.0065,1.1805,0.0081,0.0152,0.0124,0.0014,0.0209,0.0159,0.0746,"11215830","201704"
"5*7*0*3*",199391.030084457,558648.831960144,"6","19",0.0007,0.0008,0.027,0.0042,0,0.003,0.4508,0.0002,0,0.0012,0.0636,0.0316,1.1144,0.0055,0.0036,0,0.006,0.1653,0.5768,0,0.0739,2.261,0.0012,0.0048,2.0018,0,0.0039,0.2063,0.5628,0.5788,0.1534,"11560560","201709"
"5*9*5*1*",196132.753964366,553325.2253499,"3","12",0.0004,0,0.1502,0.1081,0.0033,0.3268,0.0054,0.0011,0.0318,0.6986,0.0023,0.258,0.5202,0.0157,0.1126,0,0.0204,0.2139,0.0145,0.002,0.1907,0.0177,0.0013,0.0037,0.0005,0.0109,0.0128,0.001,0,0.0017,8.9674,"11590605","201611"
"5*8*1*1*",196284.854473866,552986.98063548,"3","10",0,0.0112,0.0193,0.101,1.5586,0.019,2.1276,0.5787,0.1652,0.029,0.0073,0.0398,0.1597,0.0029,0.0055,0.0074,0,0.018,0.0763,0,0.0646,2.2455,3.5948,0.1359,0.023,0.0007,0.0047,0,0.3179,0,0.1511,"11530740","201703"
"5*2*9*0*",197323.090871582,552292.341838002,"6","12",0,0.0077,0.0313,0.3078,0.0077,0.147,0.2713,0.9751,0.624,1.0072,0.0274,0.0057,0.0053,0,0.0008,0.0004,0,0.011,0,0.0023,0.0176,0.0396,0,0.014,0.1153,0.0015,0.9554,0.0144,0.0932,0.0034,0.1819,"11110515","201704"
"5*8*4*8*",199273.497727746,552505.081367129,"7","10",0,0,0.0044,0,0.2264,0.1326,1.715,0.0635,0.0475,0.0409,0.1828,0.5059,0,0.1851,0.0048,0,0,0,0.0765,0.0088,0.0313,0.1498,0.0086,0.0037,0.5845,0.0374,0.0214,0.0065,0.0025,0,3.9645,"11350710","201702"
"5*4*5*6*",199439.432841897,553476.279257857,"5","13",0,0,0,0.3963,0,3.2028,0.0558,0.0055,0.0436,0,4.6672,0.5578,0.437,0.0016,0.1071,0.0002,0,0.0131,0.1056,1.4701,0.2356,0.5763,0.0079,0.1214,0.3122,0.4165,0.0302,0.3516,0.0349,0.0022,0.1655,"11590530","201609"
"5*9*5*5*",195843.413053964,556647.368095346,"5","05",0,0.1408,0.0021,0,0.6323,0.0046,0.001,0.1836,0.0102,0.1318,0.0107,0,0.0239,0.0045,0.0078,0.0001,0.0006,0,0.001,0,0.0156,0.0243,0.0278,0,0.0628,0,0.0015,0.2595,0.0005,0.0026,0.0345,"11110640","201704"
"5*5*9*7*",198284.190729871,552613.045695341,"4","11",0,0,0.0009,0,0.0852,0.0027,0.0977,1.5098,0.1322,0.3001,0.2199,0.0495,0.2351,0,2.0733,0.0005,0,0.0046,0.0083,0.0112,0.1034,0.0011,0.0022,0.1496,1.0015,2.7571,0.0014,0.0035,0.401,0.179,0.0029,"11710590","201702"
"5*1*3*4*",197781.565675622,556140.488146029,"6","20",0.0006,0,0,0.0033,5.0599,0.0181,0.0147,0.0207,0.0027,0.0213,0.2317,0.0074,0.067,0,0.2104,0,0,0.0021,0.0074,0.6695,0,0.0474,0.5505,0.8405,0.0069,3.9863,0.343,0.373,0,0.6055,3.2236,"11290630","201708"
"5*1*6*6*",199085.203137681,556406.956969054,"4","17",0,0,0.1233,0.3856,0.6519,0.7003,0,0.2177,0,0.036,0.2785,0.1996,0.3107,0.0167,0.0819,0.0001,0.0298,0,0.0814,0.3041,0.0659,0.0138,0.1257,0.0023,0.0799,0.0446,0.0061,0.0964,0.0067,0,0.8995,"11590660","201612"
"5*7*6*2*",196745.478976668,557055.851538197,"4","06",0,0,0.2654,0.0241,0.0008,0,0.0046,0.5263,0,0.0662,0.204,0.0016,0.4658,0.1823,0.0353,0.0016,0,0,0,0.0006,0.0064,0,0.1037,0.2332,0.0444,0.0729,0.0354,0.5615,0.0025,0,0.2612,"11440660","201801"
"5*3*6*5*",196980.568419994,557982.915658263,"1","02",0.0003,0,0.0219,0,0.0071,0.3494,0.4198,0.0696,0.0155,0.2555,0.0031,0.0161,0,0.0218,0.0219,0,0.0011,0.0025,0.1077,0.0129,11.7286,0.0022,0.0136,0,0.918,0.1958,5.6269,0.3739,0.0056,0,3.5776,"11590680","201603"
"5*8*3*3*",199044.239948093,558593.514896242,"4","04",0.0007,0,0.0193,0.004,0.0015,0.578,0,0.2394,0.2723,0.7598,0.1809,0.1531,0.2608,0.0222,0.3198,0,0,0,0.0037,0,0.0035,0,0.4787,0.5176,0.1061,0.0298,9.7997,0.005,0.0139,0.819,2.5277,"11290610","201706"
"5*2*0*1*",196486.435153188,556685.664567313,"6","03",0,0.0662,0,0.095,0.0574,0,0.2938,0.0513,0.2173,0.7442,0.6944,0.7233,0.0231,0.0009,0.0362,0.001,0.0327,0.0656,0.0088,3.6355,0.1116,0.6541,0.2314,0.0134,8.096,0,0.4468,0.0018,0,0.0616,18.0901,"11140570","201603"
"5*1*7*8*",196389.630405925,555192.147250711,"1","07",0,0,0,0.0017,0.0134,0.1694,0.0097,0.0103,0,0.1934,0.0872,0.0048,0,0.0417,0,0,0.0046,0.2471,0.0272,0.0015,0.0053,0.0285,0.1028,0.4508,0.5479,0.0048,0.0261,0,0.2289,0.0073,106.8848,"11290810","201605"
"5*6*6*5*",196922.054339877,553194.407267661,"1","09",0,0,0.0415,0.1415,0,0.1845,1.8175,0.0023,0.2929,0.0506,0.0009,0.0217,0,0.0449,0.1158,0,0.0013,0,0.0086,0.0012,0.3953,0.3356,0.188,0,0.1357,0.0045,1.9113,0.199,0.058,0,0.3876,"11530740","201705"
"5*2*4*8*",200284.067131732,552560.923316896,"2","16",0,0,0,0,0.2247,0.6277,0.2364,0.7004,0.5083,0.0074,0,0.023,0.2953,0.0168,0.288,0,0.0028,0,0.0431,0,0,0.0062,0.0075,0.0208,0.0024,0.0367,0.1954,0.0014,0.629,0,2.1675,"11350612","201712"
"5*6*0*6*",196346.569766584,553191.218580588,"5","01",0,0,2.7207,0.0843,0.0326,0.0895,0.0048,0.2478,0.0171,0.0188,1.5836,0.024,0.0018,0.0821,0.1063,0,0.0076,0,0.0514,0.0241,0,0.7175,0.0977,0.0007,0,0.0159,0.1238,0.1605,0,0.0215,16.8639,"11620575","201701"
"5*6*9*7*",198418.766819043,556758.530028315,"7","15",0,0,0.0231,0,3.1992,0.0692,4.1684,0.0291,0.2278,0.0062,0.8915,0.0218,0.0771,0.034,0,0,0,0.3121,0.5153,0.001,2.4746,0.2686,0.0018,0.1627,0.6981,0,0.0014,0.0319,0.0023,0.004,0.0299,"11140625","201706"
"5*3*8*2*",196380.076920107,552518.36572713,"3","05",0,0,0.0012,0.0412,0.0451,0.2753,0.2234,0.0103,0.0029,2.3728,0.4722,0.0018,0.0987,0.3855,0.1529,0,0.0259,0.3356,0,0.4223,0.0008,0.1496,0,1.195,0.0006,0,0.8224,1.9576,0.001,0.006,2.0144,"11470590","201710"
"5*5*3*8*",198366.111899865,557138.825002417,"2","08",0,0.0352,0.0021,0.1205,0.0083,0.1466,0.0092,0.4352,0.0393,1.3066,0.04,0.0093,0,0.0107,0.0001,0,0,0.0021,0.0013,0,0.3784,0.1249,0.4346,0.0853,0.0952,0,0.0015,0.0781,0.1142,0.0364,47.5259,"11380625","201708"
"5*7*8*0*",197741.134622486,556648.431742923,"5","21",0,0,0.0101,0,0.0859,0.0059,0.0405,0.1038,0,0.0092,0.0112,0.0195,0.2746,0.0211,0,0.0053,0,0.0661,0.0081,0.0057,0.136,0.0641,0.288,0.0407,0.0536,0.0109,0.0014,0.0069,0.045,8.524,0.122,"11470580","201709"
"5*4*4*4*",197235.853422607,556494.187166825,"3","23",0.0001,0.0017,0.0009,0.0014,0.0015,0.022,0.0109,0.0218,0.0177,0,0.0029,0.0302,0.0714,0.9348,1.5601,0,0,0,0.0038,0.0563,0.1939,0.1964,0.4684,0.034,0.0256,0.0071,0.0123,0.1557,0.3267,0,1.305,"11110690","201607"
"5*7*2*5*",195798.203085536,557261.689459632,"6","11",0.0085,0.0072,0.0028,0.0662,0.0106,0.0094,0.0759,0,0.2307,0.0313,0.1379,0.0536,0.0023,0,0,0,0.0316,0,0.0018,0.0092,0.0094,0.0092,0,0.0009,0,0,0.1295,0.001,0.63,0.044,0.0141,"11110680","201611"
"5*3*6*0*",196539.641874459,554315.065135853,"1","01",0,0,0,0.089,0.21,0.1306,0.4146,0.0088,0.0034,0.0061,0.3867,0.0031,0,0.1163,2.2124,0.0122,0,0,0.0895,0.0008,0.0271,0.0144,0,0,0.0913,1.2546,0.4174,0.306,0.0362,0.0101,3.0501,"11350630","201708"
"5*2*6*8*",198354.946368084,553178.423084609,"3","01",0,0.0022,0.0354,0.3392,0.0069,0.2033,1.9691,0,0,0.0172,0.0048,0.1309,0.1328,0.0144,0,0,0,0,0.0052,0,0.1498,0.0103,0,1.0341,0.0187,0.4526,0.0413,0.5176,0.281,0.0068,0.2908,"11560515","201705"
"5*3*1*1*",198085.266456495,555686.796482703,"5","08",0.01,0,0.0193,0,0,0.0575,1.6252,0.0037,0.0033,0,0.1079,0.0182,0.0444,0.0046,0.5039,0,0.0017,0.0618,0.0008,0.1004,0.0254,0,0,1.0303,0.5917,0.0281,1.5827,0.0479,0.1529,0,0.16,"11740685","201706"
"5*2*3*1*",198868.738377652,553946.483392819,"5","02",0,0,0,0.2978,0.0067,0,0.0363,0.046,0.0059,0.0025,0.005,0.0265,0.0034,0.056,3.3199,0,0.0253,0.0597,0.1428,0.0069,0.0082,1.1518,0.0079,0.0069,0.0379,0.0189,1.1201,0.0184,0,0.0066,0.0092,"11380632","201612"
"5*6*9*5*",197172.569241888,552045.015215198,"1","23",0.0003,0.0061,0.0026,0,0.0491,0.2142,0.0741,0.0114,0.1987,0.0066,5.3729,0.2484,0.0336,0.0166,0.2627,0.0004,0,0,0.3109,0.1383,0.0186,0,0.0404,0.3446,0.2124,0.0094,0.0062,0.0176,0.3719,0.7333,1.8803,"11200550","201710"
"5*2*0*4*",200380.87236385,556753.743505763,"4","09",0,0,0,0,0.0134,0.0012,1.7085,1.2994,0.0109,0.1228,0.0737,0.1342,0.7747,0,0.0015,0.0002,0.0015,0.106,0.1958,0.4508,0.0666,0.319,0.0549,0,5.1304,9.3061,0.0071,0.0026,1.0132,0.0025,0.0762,"11350621","201601"
"5*4*3*9*",200123.445958161,556292.073375416,"5","05",0.001,0.0005,1.8564,0.0318,0.0064,0.7757,0.008,0.0636,0,0.0659,0.0002,0.0016,0.274,0.0292,0,0.0009,0,0,0.2561,0.0107,0,0,0,0.0332,0.0323,1.0796,0.0097,0,0,0.1627,0.042,"11740530","201606"
"5*2*8*6*",197782.628617309,552368.906345521,"5","03",0.0005,0,0.0267,0.2098,0.0224,0.0014,0.1795,0.0598,0.0477,0.2964,0.0002,0.0068,0.0059,0.0806,0.1698,0.0039,0,0.1823,0.1068,0.075,0.5182,0.0036,0.3013,0.0048,0,0.2588,0.0103,0.001,0,0.0119,7.0101,"11290610","201705"
"5*4*3*7*",196427.403534198,556198.993161623,"2","17",0.0001,0,0.0306,0.4386,0.4254,6.7014,0.0005,0.5212,0.0544,0.0043,0.5891,0,0.0211,0,0.0008,0,0,0.051,0.0116,0.026,0.0194,0,0.8327,0.0254,0.0626,0.0057,0.346,0.0357,0.01,0,0.4721,"11170520","201608"
"5*4*5*7*",197238.510514323,555186.830601575,"7","05",0.0001,0,0.4264,0.1262,0.0431,0.2108,0.3835,0,0,0.0092,0,1.2716,0,0.0164,0.2285,0,0.0025,0,0.4787,0.0037,0.6704,0.0518,0.6713,0.303,0.0676,0,0.0713,3.7356,0,0,0.5932,"11410620","201603"
"5*4*4*2*",197368.83489514,553091.183555082,"7","00",0,0,0,0.0231,0.0659,0.1315,0.0083,0.0884,0.0172,0.4498,0,0.4922,0,0,0.2343,0,0.0227,0.5484,0.0244,0.0059,0.8605,0.0306,0,0.0054,0.0003,0.008,0,0,0.0036,0.5375,0.0551,"11140650","201610"
"5*3*9*1*",196205.620395447,553151.319360616,"6","16",0,0,0,0.0161,0.8721,0.0038,0.015,0.0184,0.357,0.0235,0.0425,0.1306,0.1214,0.2096,0.0525,0.001,0,0,0.2887,21.1639,0,0.1465,2.907,0.032,0,0.0009,0.0081,0.0023,0.1331,0.0875,0.123,"11740570","201607"
"5*7*7*0*",199432.524218383,552528.993249763,"1","18",0.0004,0,0.0016,0.0027,0.0823,0,0.0067,2.4282,0.0816,7.0258,0.0365,0.0116,0.087,0.3626,0.0045,0.0003,0,0.136,0.1053,0.022,0.0769,0.629,0.069,2.9135,0.0016,0,0.0006,0.4248,0.1332,0.0006,0.0738,"11650581","201703"
"5*1*6*9*",201685.580131426,553134.803379531,"2","09",0,0,0.0002,0.001,1.0576,0.0056,0,0.018,0.0037,0.0033,0.3579,0.1155,0.1566,0.0083,0.0515,0,0.0026,0,0.5741,4.5436,0.4431,0.0379,3.1429,0.3353,0.112,0.0339,0.1396,0.0102,0.0015,0,138.8315,"11290575","201606"
"5*5*1*6*",201441.439836151,553251.844291814,"4","10",0,0,0,0,0.0016,0.0124,0.0036,1.0161,0.2228,0.0506,0.0116,0.008,0.1392,0.006,0,0,0,0.0015,0.0126,0.0716,0.2829,0.0535,0.0102,0.0692,0.0097,0.0115,2.5679,0.6538,0,0.9198,2.2359,"11650581","201711"
"5*5*8*3*",197920.393733767,553877.318250745,"2","01",0,0,0.0023,0.0023,0.759,0.001,4.2309,0.0018,0.0079,0.0095,3.3987,0.0463,0.8578,0,0.0071,0,0,0,0.2545,0.3315,0,0.0068,0.2154,0.0575,0.0115,0.0164,0.911,0.6494,9.1098,0,0.1391,"11410700","201601"
"5*6*5*7*",197664.562172972,556289.946236409,"4","23",0,0,0.0048,0.4005,0.0969,0.7167,0,0.0187,0.0168,1.388,0.0147,2.5456,0.0097,0,0.0993,0.0001,0,0,0.0073,0.0604,0.0809,0.0228,0.0512,0.001,0.071,0.0549,0.0066,0.1084,0.2263,0,0.0029,"11290725","201707"
"5*9*9*3*",197128.419480869,557389.871846255,"3","11",0,0.003,0.0036,0.0789,0.0405,0.0149,0.1309,0.3392,0.0049,3.965,0.0614,0,0.2366,0.089,0.0163,0,0.0527,0.1711,0,4.1469,0.0059,0.4281,0,3.4131,0.2267,0.0003,0.008,0.0067,0.016,0.0053,1.3174,"11170650","201801"
"5*2*7*8*",199371.365270923,558291.938963269,"4","17",0,0.0071,0,0.0002,0.4223,0.0393,0.9502,0.0018,0,0.0005,0.0861,0.0069,0.086,0.1262,0.0184,0,0,0.0462,0.0008,0.8078,0.3636,0.001,0.0012,0,0.0095,0.3216,0.001,0.0045,0,0.034,2.6995,"11680545","201709"
"5*3*6*9*",197492.769781417,555348.517363607,"1","15",0,0,0,0.0163,0.1591,0.0068,0.2062,2.3057,0.0261,0,0.0388,0.0028,0.0257,0.0045,0.0233,0.0009,0.1044,0,0.0381,0.0758,0.026,0.0123,0.019,1.1337,0.1641,0.0194,0.0052,0.0027,1.9837,0.0018,23.306,"11650570","201801"
"5*3*9*1*",197312.458531791,552700.285922675,"3","16",0,0,0.0007,0.0231,0.0028,0.0608,1.6725,0.6074,0,0.2801,0.1557,0.0204,0.0853,0,0.5194,0.002,0.0045,0.011,0.0045,0.0272,0.3094,0.2203,1.2659,0.2203,0.6691,0.0829,0.0081,0.0055,0.0014,0.1207,141.6268,"11440720","201605"
"5*4*1*3*",197732.114867073,554111.356782403,"5","05",0,0,0.013,0.037,0,0.0071,0.3171,0.5527,3.0172,0.034,0.084,1.152,0.0046,0.0039,0.049,0,0,0,0.0069,0.9348,0.0632,4.5143,0.0452,0.0166,0.0575,1.6746,0.0803,0.066,0,0.4017,0.0075,"11560560","201710"
"5*3*1*0*",197800.727649603,553050.794450944,"5","14",0,0,0,0.0145,0.0336,0.1795,0.0567,0.2095,3.9282,0.0071,0,0,0.2992,0.0015,0.0195,0.0031,0,0.0009,0.0071,0.034,0.0938,0.015,0,0.0015,0.3736,0.1544,0.0575,0.0213,0.0143,0.0062,13.2698,"11230560","201702"
"5*1*8*5*",196939.593283921,552845.449114971,"4","23",0.0003,0,0.0089,0.0031,0.0017,0.0018,0.425,0.0301,0.4641,0.3127,0.2966,0.0344,0.0146,0.065,0.0046,0,0.0029,0,4.3447,0.1741,1.7559,0.0009,0.0077,0.1026,0.1332,1.7689,0.0079,0.0337,0,0.0054,9.9052,"11470610","201709"
"5*1*5*8*",198968.200505807,554220.38698153,"6","17",0,0.0005,0.0074,0.6358,0,0.0276,0.6561,0.0729,0.0018,0.216,0.0116,0.8424,0.147,0.2656,0.1156,0,0,0.0026,0.1503,0,0,10.2323,0.0023,0.0677,0.3094,0.1316,0,0,0.0197,0,3.0698,"11740540","201610"
"5*3*0*3*",197088.00917494,557441.99610316,"3","04",0,0,0,0.0806,0.0089,15.8337,0.0031,0.5311,0.3927,0.0583,0.0109,0.0163,0.0177,0.0074,0.0055,0,0,0,0.472,0,0.0126,0.0062,0.0467,0.0083,0.3121,0.008,0.3006,0.0083,0.0031,0.1081,0.0196,"11290640","201610"
